
time,Y4_sat,angle_setpoint
0.152543,0.000000,0.000000
0.153594,0.000000,0.000000
0.154593,0.000000,0.000000
0.155490,0.000000,0.000000
0.156543,0.000000,0.000000
0.157712,0.000000,0.000000
0.158517,0.000000,0.000000
0.159422,0.000000,0.000000
0.160502,0.000000,0.000000
0.161768,0.000000,0.000000
0.162517,0.000000,0.000000
0.163536,0.000000,0.000000
0.165014,0.000000,0.000000
0.165697,0.000000,0.000000
0.166606,0.000000,0.000000
0.167622,0.000000,0.000000
0.168976,0.000000,0.000000
0.170076,0.000000,0.000000
0.170683,0.000000,0.000000
0.171643,0.000000,0.000000
0.172540,0.000000,0.000000
0.173541,0.000000,0.000000
0.174536,0.000000,0.000000
0.175536,0.000000,0.000000
0.176648,0.000000,0.000000
0.177525,0.000000,0.000000
0.178528,0.000000,0.000000
0.179644,0.000000,0.000000
0.180682,0.000000,0.000000
0.181692,0.000000,0.000000
0.182489,0.000000,0.000000
0.183500,0.000000,0.000000
0.184733,0.000000,0.000000
0.185554,0.000000,0.000000
0.186502,0.000000,0.000000
0.187571,0.000000,0.000000
0.188620,0.000000,0.000000
0.189516,0.000000,0.000000
0.190477,0.000000,0.000000
0.191471,0.000000,0.000000
0.192616,0.000000,0.000000
0.193458,0.000000,0.000000
0.194428,0.000000,0.000000
0.195493,0.000000,0.000000
0.196700,0.000000,0.000000
0.197522,0.000000,0.000000
0.198573,0.000000,0.000000
0.199477,0.000000,0.000000
0.200445,0.000000,0.000000
0.201537,0.000000,0.000000
0.202440,0.000000,0.000000
0.203522,0.000000,0.000000
0.204546,0.000000,0.000000
0.205440,0.000000,0.000000
0.206655,0.000000,0.000000
0.207543,0.000000,0.000000
0.208528,0.000000,0.000000
0.209529,0.000000,0.000000
0.210446,0.000000,0.000000
0.211478,0.000000,0.000000
0.212533,0.000000,0.000000
0.213960,0.000000,0.000000
0.214680,0.000000,0.000000
0.215695,0.000000,0.000000
0.216541,0.000000,0.000000
0.217596,0.000000,0.000000
0.219063,0.000000,0.000000
0.219604,0.000000,0.000000
0.220897,0.000000,0.000000
0.221552,0.000000,0.000000
0.222533,0.000000,0.000000
0.223472,0.000000,0.000000
0.224422,0.000000,0.000000
0.225424,0.000000,0.000000
0.226850,0.000000,0.000000
0.227631,0.000000,0.000000
0.228687,0.000000,0.000000
0.229623,0.000000,0.000000
0.230684,0.000000,0.000000
0.231528,0.000000,0.000000
0.232726,0.000000,0.000000
0.234003,0.000000,0.000000
0.234669,0.000000,0.000000
0.235539,0.000000,0.000000
0.236533,0.000000,0.000000
0.237534,0.000000,0.000000
0.238484,0.000000,0.000000
0.239453,0.000000,0.000000
0.240839,0.000000,0.000000
0.242084,0.000000,0.000000
0.242687,0.000000,0.000000
0.243540,0.000000,0.000000
0.244546,0.000000,0.000000
0.245449,0.000000,0.000000
0.247945,0.000000,0.000000
0.248693,0.000000,0.000000
0.249160,0.000000,0.000000
0.249622,0.000000,0.000000
0.250692,0.000000,0.000000
0.251695,0.000000,0.000000
0.252559,0.000000,0.000000
0.253505,0.000000,0.000000
0.254690,0.000000,0.000000
0.255599,0.000000,0.000000
0.256521,0.000000,0.000000
0.257486,0.000000,0.000000
0.258474,0.000000,0.000000
0.259717,0.000000,0.000000
0.260722,0.000000,0.000000
0.261658,0.000000,0.000000
0.262524,0.000000,0.000000
0.263689,0.000000,0.000000
0.264737,0.000000,0.000000
0.265731,0.000000,0.000000
0.266474,0.000000,0.000000
0.267445,0.000000,0.000000
0.268528,0.000000,0.000000
0.269475,0.000000,0.000000
0.270433,0.000000,0.000000
0.271543,0.000000,0.000000
0.272513,0.000000,0.000000
0.273479,0.000000,0.000000
0.274690,0.000000,0.000000
0.275680,0.000000,0.000000
0.276511,0.000000,0.000000
0.277570,0.000000,0.000000
0.278573,0.000000,0.000000
0.279699,0.000000,0.000000
0.280504,0.000000,0.000000
0.281541,0.000000,0.000000
0.282665,0.000000,0.000000
0.283508,0.000000,0.000000
0.284479,0.000000,0.000000
0.285433,0.000000,0.000000
0.286531,0.000000,0.000000
0.287405,0.000000,0.000000
0.288535,0.000000,0.000000
0.289746,0.000000,0.000000
0.290511,0.000000,0.000000
0.291686,0.000000,0.000000
0.292534,0.000000,0.000000
0.293505,0.000000,0.000000
0.294593,0.000000,0.000000
0.295546,0.000000,0.000000
0.296697,0.000000,0.000000
0.297489,0.000000,0.000000
0.298501,0.000000,0.000000
0.299613,0.000000,0.000000
0.300570,0.000000,0.000000
0.301444,0.000000,0.000000
0.302429,0.000000,0.000000
0.303627,0.000000,0.000000
0.304483,0.000000,0.000000
0.305511,0.000000,0.000000
0.306488,0.000000,0.000000
0.307853,0.000000,0.000000
0.308508,0.000000,0.000000
0.309514,0.000000,0.000000
0.310752,0.000000,0.000000
0.311699,0.000000,0.000000
0.312538,0.000000,0.000000
0.313531,0.000000,0.000000
0.314506,0.000000,0.000000
0.315553,0.000000,0.000000
0.316426,0.000000,0.000000
0.317595,0.000000,0.000000
0.318529,0.000000,0.000000
0.319431,0.000000,0.000000
0.320523,0.000000,0.000000
0.321965,0.000000,0.000000
0.322551,0.000000,0.000000
0.323536,0.000000,0.000000
0.324653,0.000000,0.000000
0.325833,0.000000,0.000000
0.326573,0.000000,0.000000
0.327492,0.000000,0.000000
0.328491,0.000000,0.000000
0.329661,0.000000,0.000000
0.330582,0.000000,0.000000
0.331689,0.000000,0.000000
0.332580,0.000000,0.000000
0.333493,0.000000,0.000000
0.334502,0.000000,0.000000
0.335526,0.000000,0.000000
0.336436,0.000000,0.000000
0.337516,0.000000,0.000000
0.338937,0.000000,0.000000
0.339627,0.000000,0.000000
0.340586,0.000000,0.000000
0.341703,0.000000,0.000000
0.342554,0.000000,0.000000
0.343610,0.000000,0.000000
0.344560,0.000000,0.000000
0.345577,0.000000,0.000000
0.346429,0.000000,0.000000
0.347406,0.000000,0.000000
0.348507,0.000000,0.000000
0.349531,0.000000,0.000000
0.350664,0.000000,0.000000
0.351514,0.000000,0.000000
0.352954,0.000000,0.000000
0.353692,0.000000,0.000000
0.354687,0.000000,0.000000
0.355552,0.000000,0.000000
0.356631,0.000000,0.000000
0.357457,0.000000,0.000000
0.358542,0.000000,0.000000
0.359506,0.000000,0.000000
0.360433,0.000000,0.000000
0.361451,0.000000,0.000000
0.362515,0.000000,0.000000
0.363424,0.000000,0.000000
0.364424,0.000000,0.000000
0.365450,0.000000,0.000000
0.366510,0.000000,0.000000
0.367533,0.000000,0.000000
0.368515,0.000000,0.000000
0.369571,0.000000,0.000000
0.370798,0.000000,0.000000
0.371656,0.000000,0.000000
0.372686,0.000000,0.000000
0.373835,0.000000,0.000000
0.374465,0.000000,0.000000
0.375526,0.000000,0.000000
0.376505,0.000000,0.000000
0.377543,0.000000,0.000000
0.378442,0.000000,0.000000
0.379714,0.000000,0.000000
0.380574,0.000000,0.000000
0.381482,0.000000,0.000000
0.382424,0.000000,0.000000
0.383530,0.000000,0.000000
0.384670,0.000000,0.000000
0.385618,0.000000,0.000000
0.386525,0.000000,0.000000
0.387701,0.000000,0.000000
0.388568,0.000000,0.000000
0.390052,0.000000,0.000000
0.390930,0.000000,0.000000
0.391685,0.000000,0.000000
0.392719,0.000000,0.000000
0.393644,0.000000,0.000000
0.394601,0.000000,0.000000
0.395534,0.000000,0.000000
0.396635,0.000000,0.000000
0.397782,0.000000,0.000000
0.398615,0.000000,0.000000
0.399933,0.000000,0.000000
0.400796,0.000000,0.000000
0.401697,0.000000,0.000000
0.402654,0.000000,0.000000
0.403554,0.000000,0.000000
0.404770,0.000000,0.000000
0.405940,0.000000,0.000000
0.406988,0.000000,0.000000
0.407779,0.000000,0.000000
0.408850,0.000000,0.000000
0.409785,0.000000,0.000000
0.410631,0.000000,0.000000
0.411613,0.000000,0.000000
0.412749,0.000000,0.000000
0.413697,0.000000,0.000000
0.414707,0.000000,0.000000
0.415714,0.000000,0.000000
0.416689,0.000000,0.000000
0.418191,0.000000,0.000000
0.419279,0.000000,0.000000
0.419937,0.000000,0.000000
0.420828,0.000000,0.000000
0.421617,0.000000,0.000000
0.422691,0.000000,0.000000
0.423649,0.000000,0.000000
0.424733,0.000000,0.000000
0.425546,0.000000,0.000000
0.426585,0.000000,0.000000
0.427633,0.000000,0.000000
0.428672,0.000000,0.000000
0.429642,0.000000,0.000000
0.430690,0.000000,0.000000
0.431804,0.000000,0.000000
0.433203,0.000000,0.000000
0.433985,0.000000,0.000000
0.435258,0.000000,0.000000
0.435978,0.000000,0.000000
0.436543,0.000000,0.000000
0.437750,0.000000,0.000000
0.438944,0.000000,0.000000
0.439779,0.000000,0.000000
0.440698,0.000000,0.000000
0.441962,0.000000,0.000000
0.442944,0.000000,0.000000
0.443607,0.000000,0.000000
0.444616,0.000000,0.000000
0.445712,0.000000,0.000000
0.446706,0.000000,0.000000
0.447657,0.000000,0.000000
0.448566,0.000000,0.000000
0.449604,0.000000,0.000000
0.450643,0.000000,0.000000
0.451932,0.000000,0.000000
0.452685,0.000000,0.000000
0.453489,0.000000,0.000000
0.454530,0.000000,0.000000
0.455834,0.000000,0.000000
0.456681,0.000000,0.000000
0.457618,0.000000,0.000000
0.458523,0.000000,0.000000
0.459446,0.000000,0.000000
0.460423,0.000000,0.000000
0.461497,0.000000,0.000000
0.462718,0.000000,0.000000
0.463691,0.000000,0.000000
0.464495,0.000000,0.000000
0.465463,0.000000,0.000000
0.466400,0.000000,0.000000
0.467407,0.000000,0.000000
0.468440,0.000000,0.000000
0.469564,0.000000,0.000000
0.471417,0.000000,0.000000
0.472048,0.000000,0.000000
0.472492,0.000000,0.000000
0.473558,0.000000,0.000000
0.474530,0.000000,0.000000
0.475926,0.000000,0.000000
0.476520,0.000000,0.000000
0.477600,0.000000,0.000000
0.478643,0.000000,0.000000
0.479694,0.000000,0.000000
0.480690,0.000000,0.000000
0.481544,0.000000,0.000000
0.482705,0.000000,0.000000
0.483517,0.000000,0.000000
0.484654,0.000000,0.000000
0.485480,0.000000,0.000000
0.486442,0.000000,0.000000
0.487599,0.000000,0.000000
0.488496,0.000000,0.000000
0.489433,0.000000,0.000000
0.490697,0.000000,0.000000
0.491760,0.000000,0.000000
0.492449,0.000000,0.000000
0.493420,0.000000,0.000000
0.494778,0.000000,0.000000
0.495644,0.000000,0.000000
0.496689,0.000000,0.000000
0.497700,0.000000,0.000000
0.498615,0.000000,0.000000
0.499535,0.000000,0.000000
0.500506,0.000000,0.000000
0.501526,0.000000,0.000000
0.502876,0.000000,0.000000
0.503700,0.000000,0.000000
0.504566,0.000000,0.000000
0.505626,0.000000,0.000000
0.506537,0.000000,0.000000
0.507447,0.000000,0.000000
0.508468,0.000000,0.000000
0.509586,0.000000,0.000000
0.510513,0.000000,0.000000
0.511958,0.000000,0.000000
0.512938,0.000000,0.000000
0.513495,0.000000,0.000000
0.514502,0.000000,0.000000
0.515656,0.000000,0.000000
0.516543,0.000000,0.000000
0.517711,0.000000,0.000000
0.518608,0.000000,0.000000
0.519545,0.000000,0.000000
0.520681,0.000000,0.000000
0.521701,0.000000,0.000000
0.522531,0.000000,0.000000
0.523724,0.000000,0.000000
0.524962,0.000000,0.000000
0.525777,0.000000,0.000000
0.526684,0.000000,0.000000
0.527503,0.000000,0.000000
0.528494,0.000000,0.000000
0.529525,0.000000,0.000000
0.530526,0.000000,0.000000
0.531508,0.000000,0.000000
0.532498,0.000000,0.000000
0.533474,0.000000,0.000000
0.534689,0.000000,0.000000
0.535620,100.028198,0.000000
0.536510,0.000002,0.886008
0.537498,0.000043,1.862354
0.538807,0.000191,3.168578
0.539725,0.000539,3.911291
0.540935,0.011017,5.161794
0.541478,0.034196,5.766788
0.542597,0.088646,6.816260
0.543528,0.173719,7.632642
0.544569,0.295144,8.661378
0.545509,0.455659,9.534044
0.546489,0.648552,10.434212
0.547543,0.882635,11.352023
0.548510,1.140003,12.242885
0.549535,1.433219,13.133482
0.550493,1.755411,13.997849
0.551530,2.100968,14.836585
0.552530,2.463393,15.692443
0.553540,2.871434,16.606377
0.554437,3.276675,17.386555
0.555417,3.708942,18.200342
0.557003,4.231416,19.474495
0.557721,4.723101,20.068153
0.558479,5.119219,20.689165
0.559538,5.613339,21.470432
0.560514,6.134876,22.321718
0.561546,6.668202,23.125355
0.562538,7.180608,23.836946
0.563680,7.733915,24.670120
0.564538,8.258065,25.359957
0.565548,8.822437,26.124783
0.566560,9.377390,26.932941
0.567702,9.972513,27.674421
0.568691,10.562675,28.415539
0.569589,11.158484,29.170315
0.570693,11.753623,29.868065
0.572075,12.312452,30.905283
0.572654,12.963130,31.318609
0.573656,13.517623,32.015602
0.574733,14.146372,32.759335
0.575617,14.700787,33.368458
0.576547,15.299574,33.925827
0.577683,15.943041,34.674812
0.578510,16.528631,35.298946
0.579418,17.128315,35.897900
0.580452,17.748116,36.561111
0.581473,18.381929,37.217484
0.582432,18.992979,37.817333
0.583442,19.617733,38.460709
0.584436,20.225412,39.073063
0.585400,20.852743,39.679329
0.586492,21.487381,40.321354
0.587706,22.116894,41.045055
0.588682,22.803026,41.643368
0.589650,23.409641,42.212513
0.591056,24.029383,42.941826
0.591823,24.780178,43.447433
0.592498,25.277071,43.853184
0.594021,25.917355,44.617218
0.594959,26.626661,45.162853
0.595645,27.243145,45.627041
0.596720,27.803942,46.130409
0.597557,28.433662,46.650475
0.598538,29.051262,47.165520
0.599467,29.681681,47.701752
0.600518,30.337393,48.258438
0.601506,30.962154,48.763092
0.602680,31.593405,49.318611
0.603490,32.237392,49.787834
0.604732,32.906677,50.416622
0.605678,33.526031,50.846191
0.606524,34.145638,51.315887
0.607671,34.790409,51.867821
0.608546,35.435242,52.299133
0.609541,36.080406,52.773842
0.610599,36.725571,53.285900
0.611675,37.320625,53.746174
0.612539,37.941044,54.151501
0.613429,38.580334,54.616871
0.614484,39.213356,55.091003
0.615934,39.965462,55.711048
0.616687,40.504494,56.033249
0.617527,41.144173,56.457756
0.618614,41.777580,56.938511
0.619622,42.423531,57.371342
0.620832,43.063210,57.854656
0.621483,43.690346,58.169640
0.622751,44.342567,58.685261
0.623687,44.969704,59.047329
0.624764,45.609383,59.515713
0.625485,46.230370,59.842396
0.626512,46.870438,60.254009
0.627678,47.541882,60.708599
0.628475,48.138023,61.045155
0.629481,48.771816,61.444443
0.630486,49.418159,61.835838
0.631681,50.077053,62.249706
0.632431,50.679470,62.580555
0.633463,51.313263,62.956715
0.634519,51.978432,63.358421
0.635537,52.605949,63.723133
0.636519,53.252293,64.102264
0.637653,53.917461,64.499092
0.638542,54.538704,64.824669
0.639511,55.166222,65.182144
0.640528,55.787464,65.511848
0.641439,56.414982,65.852104
0.642430,57.055050,66.192390
0.643511,57.701393,66.559448
0.644708,58.379112,66.962273
0.645591,59.000355,67.265297
0.646440,59.609047,67.542801
0.647434,60.230289,67.869492
0.649316,60.895458,68.430962
0.650223,61.761433,68.742462
0.651056,62.395226,69.019882
0.651625,62.859589,69.208611
0.652590,63.468281,69.509407
0.653613,64.102135,69.822380
0.654679,64.773987,70.138138
0.656430,65.527466,70.674728
0.656998,66.280945,70.841713
0.657667,66.663963,71.030983
0.658685,67.310699,71.311134
0.659445,67.882088,71.565811
0.660452,68.535103,71.854912
0.661545,69.206955,72.168983
0.662425,69.797180,72.416039
0.663540,70.431358,72.707466
0.664775,71.134605,73.057945
0.665753,71.806458,73.334579
0.666551,72.384125,73.550148
0.667531,72.999466,73.792862
0.668520,73.639923,74.072380
0.669928,74.280380,74.407944
0.670530,74.902000,74.594490
0.671927,75.693153,74.935890
0.672489,76.201752,75.103615
0.673589,76.873604,75.381531
0.674547,77.463829,75.597710
0.675501,78.091728,75.855568
0.676417,78.725906,76.081978
0.677594,79.372643,76.339493
0.678891,80.057053,76.652824
0.679524,80.647278,76.811432
0.680696,81.312851,77.063408
0.681580,81.947029,77.301285
0.682711,82.574928,77.547958
0.683731,83.240501,77.791969
0.684554,83.849564,77.976013
0.685811,84.552811,78.261185
0.686499,85.124199,78.411049
0.687608,85.796051,78.654282
0.688686,86.411392,78.860847
0.689585,87.039291,79.069641
0.690651,87.692307,79.305458
0.691523,88.332764,79.491409
0.692507,88.948105,79.693970
0.693439,89.576004,79.886520
0.694426,90.216461,80.089203
0.695537,90.850639,80.313560
0.696596,91.535049,80.523689
0.697708,92.137833,80.735458
0.698673,92.790848,80.918137
0.699573,93.450142,81.104797
0.700708,94.115715,81.310242
0.701566,94.718498,81.483803
0.702538,95.321281,81.652031
0.703437,95.955460,81.833344
0.704507,96.602196,82.030914
0.705655,97.324280,82.238838
0.706554,97.895668,82.398483
0.707534,98.517288,82.561935
0.708424,99.138908,82.736008
0.709469,99.779366,82.918671
0.710469,100.432381,83.090912
0.711848,101.160744,83.321770
0.712706,101.750969,83.470070
0.713962,102.372589,83.641670
0.714835,103.088394,83.814758
0.715692,103.666061,83.949020
0.716729,104.262566,84.109306
0.717943,105.003487,84.323181
0.718719,105.581154,84.454834
0.719520,106.190216,84.582222
0.720612,106.830673,84.754616
0.721553,107.452293,84.896271
0.722534,108.080193,85.035110
0.723490,108.726692,85.193520
0.724441,109.346062,85.338486
0.725405,109.973312,85.482040
0.726527,110.606468,85.644386
0.728140,111.424706,85.876022
0.728829,111.947105,85.974983
0.729640,112.455894,86.092766
0.730650,112.998108,86.235893
0.731515,113.452652,86.357033
0.732940,113.898376,86.529930
0.733611,114.332260,86.643082
0.734832,114.690338,86.808434
0.735557,114.960815,86.908760
0.736586,115.169975,87.035690
0.737516,115.322739,87.163971
0.738560,115.421112,87.305054
0.739935,115.460777,87.458450
0.740533,115.444443,87.556351
0.741681,115.374496,87.688187
0.742460,115.262611,87.796593
0.743540,115.095154,87.934372
0.744618,114.889893,88.067024
0.745702,114.628098,88.195900
0.746490,114.381042,88.292740
0.747618,114.064552,88.425011
0.748721,113.734436,88.551086
0.749990,113.274757,88.699730
0.750530,112.983803,88.764297
0.751691,112.590500,88.884583
0.752568,112.161201,88.995720
0.753543,111.722221,89.097069
0.754700,111.243721,89.219154
0.755684,110.753609,89.329201
0.756539,110.298004,89.426414
0.757572,109.740860,89.544815
0.758528,109.262299,89.639069
0.759473,108.737976,89.747879
0.760451,108.214714,89.847427
0.761607,107.639687,89.965233
0.762462,107.099663,90.054657
0.763621,106.502586,90.172073
0.764423,105.976746,90.252846
0.765488,105.400246,90.358147
0.766400,104.829552,90.448914
0.767422,104.242355,90.547432
0.768586,103.638824,90.652443
0.769588,103.048439,90.748817
0.770521,102.460144,90.835938
0.771529,101.856560,90.928665
0.772425,101.255707,91.019585
0.773407,100.651955,91.108612
0.774467,100.039543,91.204742
0.775837,99.340073,91.323570
0.777148,98.692574,91.425140
0.777930,98.001312,91.506783
0.778601,97.497383,91.569031
0.779516,96.932854,91.646797
0.780546,96.340164,91.732170
0.782350,95.632187,91.870964
0.783094,94.803764,91.945976
0.783631,94.466492,91.988838
0.784522,93.941238,92.063560
0.785467,93.385696,92.140762
0.786529,92.843918,92.220367
0.787419,92.331955,92.296837
0.788501,91.833611,92.380264
0.789636,91.367035,92.468140
0.790537,90.921135,92.539162
0.791624,90.525475,92.621483
0.792684,90.204575,92.691803
0.793561,89.909737,92.758530
0.794462,89.654732,92.832634
0.795531,89.439140,92.905273
0.796793,89.262550,92.993500
0.797732,89.135124,93.068024
0.798546,89.056534,93.126480
0.799523,89.018456,93.190674
0.800439,89.016579,93.259727
0.801706,89.053413,93.340187
0.802780,89.139229,93.418365
0.803522,89.221916,93.467422
0.804543,89.351601,93.536972
0.805730,89.506058,93.611572
0.806650,89.668945,93.673775
0.807550,89.852234,93.730980
0.808478,90.046318,93.792107
0.809739,90.271210,93.870605
0.810985,90.497169,93.949348
0.811687,90.707741,93.985970
0.812425,90.915649,94.039749
0.813490,91.136169,94.102654
0.814536,91.356384,94.161415
0.815529,91.574928,94.224861
0.816548,91.784149,94.280533
0.817506,91.993141,94.341469
0.818473,92.185486,94.397850
0.819490,92.380203,94.455429
0.820570,92.567032,94.517250
0.821681,92.740913,94.578964
0.822515,92.904289,94.623779
0.823613,93.070206,94.684967
0.824602,93.215569,94.738907
0.825483,93.363792,94.786583
0.826416,93.504761,94.837624
0.827538,93.640434,94.894173
0.828487,93.775116,94.945564
0.829530,93.901505,94.996063
0.830690,94.027588,95.051956
0.831940,94.160378,95.117615
0.832535,94.262215,95.150696
0.833506,94.377289,95.200500
0.834500,94.484238,95.247879
0.835592,94.598335,95.301117
0.836554,94.703598,95.348419
0.837593,94.805527,95.398109
0.838835,94.922981,95.456131
0.839554,95.007523,95.489090
0.840784,95.108124,95.545021
0.841598,95.199684,95.583733
0.842535,95.287933,95.625153
0.843465,95.373650,95.667633
0.844458,95.460167,95.711700
0.845459,95.543037,95.756416
0.846466,95.624550,95.800423
0.847490,95.700737,95.843727
0.848445,95.775490,95.884430
0.849483,95.848557,95.928886
0.850712,95.923698,95.979561
0.851700,95.983360,96.014771
0.852721,96.050194,96.061996
0.853531,96.104630,96.094131
0.854521,96.160095,96.134972
0.855658,96.219353,96.178940
0.856489,96.267281,96.212357
0.857537,96.315613,96.249741
0.858557,96.363274,96.290848
0.859713,96.410774,96.335335
0.860534,96.455009,96.367020
0.861516,96.495186,96.404007
0.862559,96.536011,96.443108
0.863535,96.575111,96.477890
0.864637,96.617271,96.517998
0.865684,96.653450,96.552391
0.866681,96.688499,96.590294
0.867514,96.723244,96.620537
0.868478,96.758263,96.654526
0.869451,96.791725,96.687721
0.870587,96.825233,96.723640
0.871545,96.860664,96.757904
0.872641,96.895576,96.795631
0.873528,96.925697,96.824730
0.874491,96.957741,96.855812
0.875502,96.989166,96.888817
0.876476,97.021385,96.919670
0.877679,97.053368,96.955017
0.878567,97.084801,96.985374
0.879732,97.115929,97.021080
0.880801,97.149033,97.051552
0.881633,97.178192,97.080414
0.882547,97.206848,97.108086
0.883600,97.237289,97.139854
0.884634,97.264755,97.169426
0.885567,97.293831,97.196968
0.886612,97.322006,97.228157
0.887583,97.349747,97.256104
0.888678,97.377747,97.286652
0.889504,97.403915,97.309723
0.890504,97.431480,97.338013
0.891531,97.456902,97.364388
0.892431,97.482841,97.390289
0.893638,97.509781,97.421799
0.894618,97.536217,97.449043
0.895489,97.559906,97.472649
0.896528,97.584564,97.497810
0.897531,97.608734,97.523529
0.898547,97.633919,97.551224
0.899844,97.658516,97.581436
0.900958,97.685715,97.610321
0.901685,97.706009,97.627899
0.902683,97.729355,97.652313
0.903422,97.751328,97.673134
0.904578,97.774673,97.700333
0.905527,97.797417,97.723274
0.906685,97.821754,97.750481
0.907684,97.843216,97.771767
0.908474,97.864677,97.792366
0.909541,97.887299,97.816727
0.910498,97.908661,97.838631
0.911731,97.931091,97.864960
0.912685,97.952454,97.885536
0.913493,97.973663,97.905319
0.914598,97.995293,97.929459
0.915630,98.016716,97.951675
0.916526,98.036491,97.969681
0.917533,98.056931,97.990486
0.918538,98.076965,98.011703
0.919429,98.097000,98.032097
0.920548,98.117233,98.053085
0.921551,98.138313,98.075302
0.922445,98.156624,98.093155
0.923502,98.176079,98.114380
0.924747,98.197441,98.137032
0.925554,98.214897,98.153816
0.926471,98.233391,98.172318
0.927507,98.251518,98.191963
0.928759,98.272026,98.214035
0.930126,98.292717,98.240585
